term,definition,disciplines,url
linear alphaolefin,"[Drilling Fluids] A synthetic hydrocarbon liquid made by the polymerization of ethylene, H2C=CH2. LAOs and other synthetic fluids are used in synthetic-base drilling fluids and other applications in which refined oils might otherwise be used if not for HSE concerns. LAOs have a linear structure with a double bond (olefin) at the end of the chain, making them more biodegradable than other olefins. LAOs can be catalytically reacted to move the double bond toward the center of the chain length to convert them to isomerized olefins, IOs.",Drilling Fluids,https://glossary.slb.com/en/terms/l/linear_alphaolefin
lipophilic,"[Enhanced Oil Recovery, Drilling Fluids] Pertaining to an attraction for oil by a surface of a material or a molecule. This term is applied to the oil-wetting behavior of treatment chemicals for oil muds. Lipophilic oil-mud additives are required because most minerals drilled and additives such as barite are naturally hydrophilic and must be rendered lipophilic. Antonyms: hydrophilic","Enhanced Oil Recovery, Drilling Fluids",https://glossary.slb.com/en/terms/l/lipophilic
liquid additive,[Drilling Fluids] A material used in a liquid form to modify the properties of cement for use in oil- or gas-well cementing.,Drilling Fluids,https://glossary.slb.com/en/terms/l/liquid_additive
lost circulation,"1. (n.) [Drilling] The reduced or total absence of fluid flow up the annulus when fluid is pumped through the drillstring. Though the definitions of different operators vary, this reduction of flow may generally be classified as seepage (less than 20 bbl/hr [3 m3/hr]), partial lost returns (greater than 20 bbl/hr [3 m3/hr] but still some returns), and total lost returns (where no fluid comes out of the annulus). In this severe latter case, the hole may not remain full of fluid even if the pumps are turned off. If the hole does not remain full of fluid, the vertical height of the fluid column is reduced and the pressure exerted on the open formations is reduced. This in turn can result in another zone flowing into the wellbore, while the loss zone is taking mud, or even a catastrophic loss of well control. Even in the two less severe forms, the loss of fluid to the formation represents a financial loss that must be dealt with, and the impact of which is directly tied to the per barrel cost of the drilling fluid and the loss rate over time. | 2. (n.) [Drilling Fluids] A lack of mud returning to the surface after being pumped down a well. Lost circulation occurs when the drill bit encounters natural fissures, fractures or caverns, and mud flows into the newly available space. Lost circulation may also be caused by applying more mud pressure (that is, drilling overbalanced) on the formation than it is strong enough to withstand, thereby opening up a fracture into which mud flows.",Drilling; Drilling Fluids,https://glossary.slb.com/en/terms/l/lost_circulation
lost returns,"1. (n.) [Drilling] The reduced or total absence of fluid flow up the annulus when fluid is pumped through the drillstring. Though the definitions of different operators vary, this reduction of flow may generally be classified as seepage (less than 20 bbl/hr [3 m3/hr]), partial lost returns (greater than 20 bbl/hr [3 m3/hr] but still some returns), and total lost returns (where no fluid comes out of the annulus). In this severe latter case, the hole may not remain full of fluid even if the pumps are turned off. If the hole does not remain full of fluid, the vertical height of the fluid column is reduced and the pressure exerted on the open formations is reduced. This in turn can result in another zone flowing into the wellbore, while the loss zone is taking mud, or even a catastrophic loss of well control. Even in the two less severe forms, the loss of fluid to the formation represents a financial loss that must be dealt with, and the impact of which is directly tied to the per barrel cost of the drilling fluid and the loss rate over time. | 2. (n.) [Drilling Fluids] Another term for lost circulation, a lack of mud returning to the surface after being pumped down a well. Lost circulation occurs when the drill bit encounters natural fissures, fractures or caverns, and mud flows into the newly available space. Lost circulation may also be caused by applying more mud pressure (that is, drilling overbalanced) on the formation than it is strong enough to withstand, thereby opening up a fracture into which mud flows.",Drilling; Drilling Fluids,https://glossary.slb.com/en/terms/l/lost_returns
lost-circulation material,"[Drilling Fluids] The collective term for substances added to drilling fluids when drilling fluids are being lost to the formations downhole. Commonly used lost-circulation materials include are fibrous (cedar bark, shredded cane stalks, mineral fiber and hair), flaky (mica flakes and pieces of plastic or cellophane sheeting) or granular (ground and sized limestone or marble, wood, nut hulls, Formica, corncobs and cotton hulls). Laymen have likened lost-circulation materials to the ""fix-a-flat"" materials for repair of automobile tires.",Drilling Fluids,https://glossary.slb.com/en/terms/l/lost-circulation_material
low colloid oil mud,"[Drilling Fluids] An oil mud designed and maintained with a minimum of colloid-sized solids, typically by omitting fatty-acid soap and lime, and minimizing organophilic clays and fluid-loss additives. Low-colloid oil mud, also called a relaxed filtrate oil mud, increases drilling rate. A disadvantage is that filter cake formed on sands is not tight, can quickly become very thick, and can cause pipe to stick by differential pressure.",Drilling Fluids,https://glossary.slb.com/en/terms/l/low_colloid_oil_mud
low gravity solids,"[Drilling Fluids] A type of drilling-fluid solid having a lower density than the barite or hematite that is used to weight up a drilling fluid, including drill solids plus the added bentonite clay. The mud engineer calculates the concentration of these and other types of solids on the basis of mud weight, retort analysis, chloride titrations and other information. Solids are reported as lbm/bbl or vol.%. Water is 1.0, barite 4.20, and hematite 5.505 g/cm3. Low-gravity solids are normally assumed to have a density of 2.60 g/cm3.",Drilling Fluids,https://glossary.slb.com/en/terms/l/low_gravity_solids
low yield clay,"[Drilling Fluids] Native clays that are generally unsuitable for use in a clay-based drilling mud. Low-yield clays are considered to be drill solids, although they may give high values for bentonite-equivalent in a mud according to the methylene blue test.",Drilling Fluids,https://glossary.slb.com/en/terms/l/low_yield_clay
low-colloid oil mud,"[Drilling Fluids] An oil mud designed and maintained with a minimum of colloid-sized solids, typically by omitting fatty-acid soap and lime, and minimizing organophilic clays and fluid-loss additives. Low-colloid oil mud, also called a relaxed filtrate oil mud, increases drilling rate. A disadvantage is that filter cake formed on sands is not tight, can quickly become very thick, and can cause pipe to stick by differential pressure.",Drilling Fluids,https://glossary.slb.com/en/terms/l/low-colloid_oil_mud
low-gravity solids,"[Drilling Fluids] A type of drilling-fluid solid having a lower density than the barite or hematite that is used to weight up a drilling fluid, including drill solids plus the added bentonite clay. The mud engineer calculates the concentration of these and other types of solids on the basis of mud weight, retort analysis, chloride titrations and other information. Solids are reported as lbm/bbl or vol.%. Water is 1.0, barite 4.20, and hematite 5.505 g/cm3. Low-gravity solids are normally assumed to have a density of 2.60 g/cm3.",Drilling Fluids,https://glossary.slb.com/en/terms/l/low-gravity_solids
"low-pressure, low-temperature filtration test","[Drilling Fluids] A test to measure static filtration behavior of water mud at ambient (room) temperature and 100-psi differential pressure, usually performed according to specifications set by API, using a static filter press. The filter medium is filter paper with 7.1 sq. in. filtering area. A half-size cell is sometimes used, in which case the filtrate volume is doubled.",Drilling Fluids,https://glossary.slb.com/en/terms/l/low-pressure_low-temperature_filtration_test
low-solids mud,"[Drilling Fluids] A mud that has fewer solids than conventional clay-based muds of the same density and similar use. Low-solids mud design and maintenance is accomplished primarily by substituting one or more polymers for the ordinary bentonite clay. Viscosity can be obtained either entirely by polymers or by using a premium quality (nontreated) bentonite along with the appropriate extender polymer. Together, these give rheology comparable to that of a higher concentration of ordinary bentonite. Polyanionic cellulose (PAC) may be needed for fluid-loss control. XC polymer can be effective for cuttings carrying. By combining premium bentonite and the right extender polymer, PAC and XC polymer, solids can be kept low, if solids control is required. This concept applies best to low-density muds, below about 13 lbm/gal, but has some validity in all muds .",Drilling Fluids,https://glossary.slb.com/en/terms/l/low-solids_mud
"low-solids, nondispersed mud",[Drilling Fluids] A low-solids mud in which there is no clay deflocculant chemical.,Drilling Fluids,https://glossary.slb.com/en/terms/l/low-solids_nondispersed_mud
low-specific-gravity solids,"[Drilling Fluids] A type of drilling-fluid solid having a lower density than the barite or hematite that is used to weight up a drilling fluid, including drill solids plus the added bentonite clay. The mud engineer calculates the concentration of these and other types of solids on the basis of mud weight, retort analysis, chloride titrations and other information. Solids are reported as lbm/bbl or vol.%. Water is 1.0, barite 4.20, and hematite 5.505 g/cm3. Low-gravity solids are normally assumed to have a density of 2.60 g/cm3.",Drilling Fluids,https://glossary.slb.com/en/terms/l/low-specific-gravity_solids
low-yield clay,"[Drilling Fluids] Native clays that are generally unsuitable for use in a clay-based drilling mud. Low-yield clays are considered to be drill solids, although they may give high values for bentonite-equivalent in a mud according to the methylene blue test.",Drilling Fluids,https://glossary.slb.com/en/terms/l/low-yield_clay
LS,"[Drilling Fluids] A highly anionic polymer used to deflocculate clay-based muds. Lignosulfonate is a byproduct of the sulfite method for manufacturing paper from wood pulp. Sometimes it is called sulfonated lignin. Lignosulfonate is a complex mixture of small- to moderate-sized polymeric compounds with sulfonate groups attached to the molecule. LS became a popular deflocculant in the late 1950s as a replacement for quebracho. Chromium and iron compounds were admixed to get stability benefits at higher temperature. These were called chrome lignosulfonates (CLS) and ferro-chrome lignosulfonates (FCLS). There is less chrome is in most CLS than in the past (now about 2.5 to 3 %), and chrome-free products are available.",Drilling Fluids,https://glossary.slb.com/en/terms/l/ls
lubricant,"[Drilling Fluids] A mud additive for lowering torque (rotary friction) and drag (axial friction) in the wellbore and to lubricate bit bearings if not sealed. Lubricants may be solids, such as plastic beads, glass beads, nut hulls and graphite, or liquids, such as oils, synthetic fluids, glycols, modified vegetable oils, fatty-acid soaps and surfactants.",Drilling Fluids,https://glossary.slb.com/en/terms/l/lubricant
lubricity,[Drilling Fluids] A measure of the degree of lubrication.,Drilling Fluids,https://glossary.slb.com/en/terms/l/lubricity
lyophilic,"[Drilling Fluids] A descriptive term for the strong affinity that a solid material (usually a colloid) has for the liquid in which the solid is dispersed. For example, clay is a lyophilic colloid in water.",Drilling Fluids,https://glossary.slb.com/en/terms/l/lyophilic
lyophilic colloid,"[Drilling Fluids] A colloid with a strong affinity for the liquid in which it is dispersed. For example, clay is a lyophilic colloid in water.",Drilling Fluids,https://glossary.slb.com/en/terms/l/lyophilic_colloid
lyophobic,[Drilling Fluids] A descriptive term for the lack of affinity (or repulsion) that a solid material has for the liquid in which the solid is dispersed. For example clay is lyophobic to oil. Antonyms: lyophilic,Drilling Fluids,https://glossary.slb.com/en/terms/l/lyophobic
lyophobic colloid,"[Drilling Fluids] A colloid that repels or lacks affinity for the liquid in which it is dispersed. For example, clay is lyophobic to oil.",Drilling Fluids,https://glossary.slb.com/en/terms/l/lyophobic_colloid
magnesium test,[Drilling Fluids] A procedure for determining magnesium ion (Mg+2) concentration in a water-base drilling fluid based upon analyses for both calcium and total hardness. The standard test has been proscribed by API. Magnesium ion (Mg+2) concentration is calculated by subtracting calcium (Ca+2) analysis results from total hardness analysis results.,Drilling Fluids,https://glossary.slb.com/en/terms/m/magnesium_test
make-up water,"[Drilling Fluids] Water added to maintain or dilute a water-mud system. The added water may be fresh water, seawater or salt water, as appropriate for the mud. Make-up water volume is an important parameter in a material balance check on solids content and solids removal efficiency for a mud system. The amount of dilution strongly influences mud economics. If soft make-up water is needed, treatments to remove hardness ions should be done prior to adding the water to the mud to avoid clay flocculation and polymer precipitation.",Drilling Fluids,https://glossary.slb.com/en/terms/m/make-up_water
Marsh funnel,"[Drilling Fluids] A conical-shaped funnel, fitted with a small-bore tube on the bottom end through which mud flows under a gravity head. A screen over the top removes large particles that might plug the tube. In the test standardized by API for evaluating water-base and oil-base muds, the funnel viscosity measurement is the time (in seconds) required for one quart of mud to flow out of a Marsh funnel into a graduated mud cup. Funnel viscosity is reported in seconds (for a quart). Water exits the funnel in about 26 seconds. This test was one of the earliest mud measurements for field use. Simple, quick and fool-proof, it still serves as a useful indicator of change in the mud by comparing mud-in and mud-out sample funnel viscosities. Hallan N. Marsh of Los Angeles published the design and use of his funnel viscometer in 1931, and it is worth the time to read the detailed, often humorous, discussion that followed. Mr. Marsh was a forward thinking mud technologist in his day, as can be seen from the following words from his 1931 AIME paper: ""The subject of mud sounds so simple, uninteresting and unimportant that it has failed to receive the attention that it deserves, at least as applied to the drilling of oil wells. As a matter of fact, it is one of the most complicated, technical, important and interesting subjects in connection with rotary drilling."" Mr. Marsh was quoted by someone who knew him as saying (paraphrased), ""Of all the things I have done in mud technology, I am remembered for inventing this d*** funnel."" Reference: Marsh H: ""Properties and Treatment of Rotary Mud,"" Petroleum Development and Technology, Transactions of the AIME (1931): 234-251.",Drilling Fluids,https://glossary.slb.com/en/terms/m/marsh_funnel
Marsh funnel viscosity,"[Drilling Fluids] Time, in seconds for one quart of mud to flow through a Marsh funnel. This is not a true viscosity, but serves as a qualitative measure of how thick the mud sample is. The funnel viscosity is useful only for relative comparisons.",Drilling Fluids,https://glossary.slb.com/en/terms/m/marsh_funnel_viscosity
mass balance,"[Drilling Fluids] Equality between the mass (density × volume) of a mixture or blend such as a drilling mud or completion fluid and the sum of the masses (density × corresponding volume) of its components. Assumptions are: (1) masses and volumes of components are additive and (2) material is neither generated nor lost from the system. As a simple example, below are the two material-balance equations for a three-component mixture of oil (o), water (w) and solids (s), where V = volume percent, D = specific density and MW = mixture weight. (This could represent a simple, weighted oil-base mud formulation.) MW = DsVs + DoVo + DwVw 100% = Vs + Vo + Vw. By solving these equations simultaneously, an unknown parameter can be found if other parameters are known or can be estimated accurately. Material-balance equations are used to derive formulations of muds, to calculate the amount of barite needed to weight-up a mud, to determine the amount of water needed to dilute a mud, and to find the volume of two or more muds to mix together to achieve a new mud weight and volume. Material balance is also the basis for calculating solids content of muds based on mud testing data.",Drilling Fluids,https://glossary.slb.com/en/terms/m/mass_balance
material balance equation,"[Drilling Fluids] Mathematical relationship between the densities and the corresponding volumes of mixtures of liquid-solid slurries and clear fluid blends, such as drilling muds and completion fluids. Assumptions are: (1) masses and volumes of components are additive and (2) material is neither generated nor lost from the system. As a simple example, below are the two material-balance equations for a three-component mixture of oil (o), water (w) and solids (s), where V = volume percent, D = specific density and MW = mixture weight. (This could represent a simple, weighted oil-base mud formulation.) MW = DsVs + DoVo + DwVw 100% = Vs + Vo + Vw. By solving these equations simultaneously, an unknown parameter can be found if other parameters are known or can be estimated accurately. Material-balance equations are used to derive formulations of muds, to calculate the amount of barite needed to weight-up a mud, to determine the amount of water needed to dilute a mud, and to find the volume of two or more muds to mix together to achieve a new mud weight and volume. Material balance is also the basis for calculating solids content of muds based on mud testing data.",Drilling Fluids,https://glossary.slb.com/en/terms/m/material_balance_equation
Material Safety Data Sheet,"[Drilling Fluids] A specific document that shows important physical and chemical characteristics of a chemical or product to alert a user, transporter or other interested party to potential safety hazards that may be associated with the material. The MSDS also contains treatments for exposure or ingestion as well as the type of equipment needed for safe handling. An MSDS is a legal requirement in most countries for all aspects of commerce involving chemicals.",Drilling Fluids,https://glossary.slb.com/en/terms/m/material_safety_data_sheet
material-balance equation,"[Drilling Fluids] Mathematical relationship between the densities and the corresponding volumes of mixtures of liquid-solid slurries and clear fluid blends, such as drilling muds and completion fluids. Assumptions are: (1) masses and volumes of components are additive and (2) material is neither generated nor lost from the system. As a simple example, below are the two material-balance equations for a three-component mixture of oil (o), water (w) and solids (s), where V = volume percent, D = specific density and MW = mixture weight. (This could represent a simple, weighted oil-base mud formulation.)MW = DsVs + DoVo + DwVw100% = Vs + Vo + Vw.By solving these equations simultaneously, an unknown parameter can be found if other parameters are known or can be estimated accurately. Material-balance equations are used to derive formulations of muds, to calculate the amount of barite needed to weight-up a mud, to determine the amount of water needed to dilute a mud, and to find the volume of two or more muds to mix together to achieve a new mud weight and volume. Material balance is also the basis for calculating solids content of muds based on mud testing data.",Drilling Fluids,https://glossary.slb.com/en/terms/m/material-balance_equation
MBT test,"[Drilling Fluids] A test to determine the amount of clay-like materials in a water-base drilling fluid based on the amount of methylene blue dye absorbed by the sample. Results are reported as ""MBT"" and also as ""lbm/bbl, bentonite equivalent"" when performed to API specifications.",Drilling Fluids,https://glossary.slb.com/en/terms/m/mbt_test
medium,[Drilling Fluids] Referring to any particle in the size range 74 to 250 microns.,Drilling Fluids,https://glossary.slb.com/en/terms/m/medium
meniscus,"[Drilling Fluids] The curved interface between two immiscible phases in a tube, such as in a pipette or graduated cylinder. Liquid volumes should be read at the bottom of a curved meniscus by alignment of the bottom of the meniscus. For water and liquids that wet the glass, the meniscus is concave. For nonwetting liquids, such as mercury, the meniscus is convex.",Drilling Fluids,https://glossary.slb.com/en/terms/m/meniscus
methane hydrate,"1. (n.) [Geology] An unusual occurrence of hydrocarbon in which molecules of methane are trapped in ice molecules. More generally, hydrates are compounds in which gas molecules are trapped within a crystal structure. Hydrates form in cold climates, such as permafrost zones and in deep water. To date, economic liberation of hydrocarbon gases from hydrates has not occurred, but hydrates contain quantities of hydrocarbons that could be of great economic significance. Hydrates can affect seismic data by creating a reflection or multiple. | 2. (n.) [Production Testing] A compound or complex ion that is formed by the union of water with methane. Hydrates can form in pipelines and in gas gathering, compression and transmission facilities at reduced temperatures and high pressures. Once hydrates are formed, they can plug the pipelines and significantly affect production operations. | 3. (n.) [Drilling Fluids] A crystalline solid consisting of water with methane molecules in an ice-like cage structure. The general term for this type of solid is clathrate. Water molecules form a lattice structure into which many types of gas molecules can fit. Most gases, except hydrogen and helium, can form hydrates. C1 to nC5 hydrocarbons, H2S and CO2 readily form hydrates at low temperature and high pressure. Heavier hydrocarbons may also enter the structure but do not form hydrates by themselves. Gas-cut muds can form hydrates in deepwater drilling operations, plugging BOP lines, risers and subsea wellheads, causing a well-control risk. Gas hydrates are thermodynamically suppressed by adding antifreeze materials such as salts or glycols. A common practice is to use 20 to 23 wt.% NaCl. Nucleation and growth of hydrates can be dynamically inhibited by certain polymers or surfactants. Gas hydrates are found in nature, on the bottom of cold seas and in arctic permafrost regions. Drilling into these can be hazardous, but they offer another source of hydrocarbons for future exploitation. Reference: Ebeltoft H, Yousif M and Soergaard E: ""Hydrate Control During Deep-water Drilling: Overview and New Drilling Fluids Formulations,"" paper SPE 38567, presented at the SPE Annual Technical Conference and Exhibition, San Antonio, Texas, USA, October 5-8, 1997.",Drilling Fluids; Geology; Production Testing,https://glossary.slb.com/en/terms/m/methane_hydrate
methyl orange,"[Drilling Fluids] A pH indicator used in alkalinity titration of mud filtrate and water samples. The indicator is yellow in solutions above pH 4.3, and red below pH 4.3. ""M"" alkalinity is the titration volume measured using the methyl orange indicator. Methyl orange is often replaced in test kits by bromocresol green.",Drilling Fluids,https://glossary.slb.com/en/terms/m/methyl_orange
methyl orange alkalinity,"[Drilling Fluids] A measure of the total amount of hydroxyl ions in a solution as determined by titration with standardized acid and methyl orange indicator. The alkalinity test is a well-known water-analysis procedure to estimate hydroxyl ion, carbonate ion and bicarbonate ion concentrations. There are two pH endpoints, P and M, in this titration, corresponding to phenolphthalein and methyl orange indicators. The ""P"" endpoint is at pH 8.3 and the ""M"" endpoint is at pH 4.3. Each is reported in units of cm3 acid/cm3 sample. Mf therefore represents the amount of acid required, per unit volume of the sample, to reduce the pH to 4.3. For water samples and very simple mud filtrates, P and M data indicate OH–, HCO3–, and CO3–2 concentrations, but an alkalinity test is unreliable for analyzing complex mud filtrates. The API has established standards for conducting alkalinity tests.",Drilling Fluids,https://glossary.slb.com/en/terms/m/methyl_orange_alkalinity
methylene blue dye,[Drilling Fluids] A blue dye with a cationic charge on the molecule used as the reagent for the methylene blue test used to estimate cation-exchange capacity (CEC) of solids in a water-base drilling mud.,Drilling Fluids,https://glossary.slb.com/en/terms/m/methylene_blue_dye
methylene blue test,"[Drilling Fluids] A test to determine the amount of clay-like materials in a water-base drilling fluid based on the amount of methylene blue dye absorbed by the sample. Results are reported as ""MBT"" and also as ""lbm/bbl, bentonite equivalent"" when performed to API specifications.",Drilling Fluids,https://glossary.slb.com/en/terms/m/methylene_blue_test
methylglucoside drilling fluid,"[Drilling Fluids] A water-base drilling fluid containing a high concentration of methylglucoside. The mud has been used to drill water-sensitive shales with less hole enlargement and fewer drilling problems. Methylglucoside is a polysaccharide containing methyl groups on the ring-like sugar structure. Being a rather large, nonionic molecule (resembling starch but highly water soluble), it ties up water molecules in concentrated solutions and it is thought to act as a low-efficiency osmotic membrane.",Drilling Fluids,https://glossary.slb.com/en/terms/m/methylglucoside_drilling_fluid
Mf,"[Drilling Fluids] A measure of the total amount of hydroxyl ions in a solution as determined by titration with standardized acid and methyl orange indicator. The alkalinity test is a well-known water-analysis procedure to estimate hydroxyl ion, carbonate ion, and bicarbonate ion concentrations. There are two pH endpoints, P and M, in this titration, corresponding to phenolphthalein and methyl orange indicators. The ""P"" endpoint is at pH 8.3, and the ""M"" endpoint is at pH 4.3. Each is reported in units of cm3 acid/cm3 sample. Mf, therefore represents the amount of acid required, per unit volume of the sample, to reduce the pH to 4.3. For water samples and very simple mud filtrates, P and M data indicate OH–, HCO3–, and CO3–2 concentrations, but an alkalinity test is unreliable for analyzing complex mud filtrates. The API has established standards for conducting alkalinity tests.",Drilling Fluids,https://glossary.slb.com/en/terms/m/mf
microgel,"[Drilling Fluids] A small fish eye, typically invisible, but which can nevertheless cause formation damage by polymer plugging of pore throats. Microgels may be formed by adding polymer too quickly when viscosifying a completion brine.",Drilling Fluids,https://glossary.slb.com/en/terms/m/microgel
milk emulsion mud,"[Drilling Fluids] A term used to describe an emulsion in a water-base mud in which the oil phase is internal (as in milk), and water is external.",Drilling Fluids,https://glossary.slb.com/en/terms/m/milk_emulsion_mud
milligrams per kilogram,"[Drilling Fluids] On the basis of weight, the equivalent of parts per million, usually applied to small amounts of one solid admixed with another solid, such as 100 mg/kg of siderite in barite, the same as 100 ppm.",Drilling Fluids,https://glossary.slb.com/en/terms/m/milligrams_per_kilogram
milligrams per liter,"[Drilling Fluids] On a weight per volume basis, the SI unit of concentration, abbreviated mg/L, usually applied to dissolved material in a solution. This unit is used in water analyses and in mud and mud-filtrate analyses. Increasingly, mg/L and ppm are used interchangeably in mud analyses. Actually, mg/L and ppm can only be interchanged when the sample has the exact density of water, which is only approximated by very dilute solutions.",Drilling Fluids,https://glossary.slb.com/en/terms/m/milligrams_per_liter
Minerals Management Service,"[Drilling Fluids] A branch of the US Lands and Mineral Management Department formerly charged with supervising national resources. MMS had oversight of oil and gas leasing, royalty collection and other operations in US-owned areas. It was responsible for closely monitoring operations in Federal waters, overseeing leasing of acreage, issuing drilling permits and monitoring operators for permit violations. From 2010 to 2011, the MMS was replaced by three independent agencies within the US Department of Interior: Office of Natural Resources Revenue (ONRR) for revenue collection Bureau of Ocean Energy Management (BOEM) for US offshore resources management Bureau of Safety and Environmental Enforcement (BSEE) for safety and environmental regulations enforcement.",Drilling Fluids,https://glossary.slb.com/en/terms/m/minerals_management_service
mixed-metal hydroxide,"[Drilling Fluids] A compound containing hydroxide anions in association with two or more metal cations. MMH particles are extremely small and carry multiple positive charges. They can associate with bentonite to form a strong complex that exhibits highly shear-thinning properties, with high and fragile gel strengths, high yield point (YP), and low plastic viscosity (PV). MMH is described as a mixed-metal layered hydroxide (MMLH). In the crystal layers, Al+3 , Mg+2, and OH– ions reside, but due to symmetry considerations, there is not enough room for sufficient OH– ions to electrically offset the charges of the two cations. Therefore, a net positive charge exists on the crystal surfaces. Exchangeable anions sit on the positive surface (much the same as cations sit on negative clay surfaces). MMH muds are used as nondamaging drilling fluids, metal-reaming fluids (to carry out metal cuttings) and for wellbore shale control. Being cationic, MMH mud is sensitive to anionic deflocculants and small anionic polymers, such as polyphosphates, lignosulfonate or lignite. References: Burba JL III and Crabb CR: ""Laboratory and Field Evaluation of Novel Inorganic Drilling Fluid Additive,"" paper IADC/SPE 17198, presented at the IADC/SPE Drilling Conference, Dallas, Texas, USA, February 28-March 2, 1988. Fraser L and Enriquez F: ""Mixed-Metal Hydroxides Fluid Research Widens Applications,"" Petroleum Engineer International 64, no. 6 (June 1992): 43-46.",Drilling Fluids,https://glossary.slb.com/en/terms/m/mixed-metal_hydroxide
mixed-metal silicate,"[Drilling Fluids] A product similar to mixed-metal hydroxide, but based on silicate chemistry.",Drilling Fluids,https://glossary.slb.com/en/terms/m/mixed-metal_silicate
MMH,"[Drilling Fluids] A compound containing hydroxide anions in association with two or more metal cations. MMH particles are extremely small and carry multiple positive charges. They can associate with bentonite to form a strong complex that exhibits highly shear-thinning properties, with high and fragile gel strengths, high yield point (YP), and low plastic viscosity (PV). MMH is described as a mixed-metal layered hydroxide (MMLH). In the crystal layers, Al+3 , Mg+2 and OH- ions reside, but due to symmetry considerations, there is not enough room for sufficient OH- ions to electrically offset the charges of the two cations. Therefore, a net positive charge exists on the crystal surfaces. Exchangeable anions sit on the positive surface (much the same as cations sit on negative clay surfaces). MMH muds are used as nondamaging drilling fluids, metal-reaming fluids (to carry out metal cuttings) and for wellbore shale control. Being cationic, MMH mud is sensitive to anionic deflocculants and small anionic polymers, such as polyphosphates, lignosulfonate or lignite. Reference: Burba JL III and Crabb CR: ""Laboratory and Field Evaluation of Novel Inorganic Drilling Fluid Additive,"" paper IADC/SPE 17198, presented at the IADC/SPE Drilling Conference, Dallas, Texas, USA, February 28-March 2, 1988. Fraser L and Enriquez F: ""Mixed-Metal Hydroxides Fluid Research Widens Applications,"" Petroleum Engineer International 64, no. 6 (June 1992): 43-46.",Drilling Fluids,https://glossary.slb.com/en/terms/m/mmh
MMS,"1. (n.) [Drilling Fluids] Abbreviation for Minerals Management Service, a branch of the US Lands and Mineral Management Department formerly charged with supervising national resources. MMS had oversight of oil and gas leasing, royalty collection and other operations in US-owned areas. It was responsible for closely monitoring operations in federal waters, overseeing leasing of acreage, issuing drilling permits and monitoring operators for permit violations. From 2010 to 2011, the MMS was replaced by three independent agencies within the US Department of Interior: Office of Natural Resources Revenue (ONRR) for revenue collection Bureau of Ocean Energy Management (BOEM) for US offshore resources management Bureau of Safety and Environmental Enforcement (BSEE) for safety and environmental regulations enforcement. | 2. (n.) [Drilling Fluids] A product similar to mixed-metal hydroxide, but based on silicate chemistry",Drilling Fluids,https://glossary.slb.com/en/terms/m/mms
monomer,[Drilling Fluids] The chemical unit from which a polymer is made.,Drilling Fluids,https://glossary.slb.com/en/terms/m/monomer
montmorillonite,"1. (n.) [Geology] [(1/2Ca,Na)0.7(Al,Mg,Fe)4(Si,Al)8O20(OH)47nH20]A type of smectite clay mineral that tends to swell when exposed to water. Montmorillonite forms through the alteration of silicate minerals in alkaline conditions in basic igneous rocks, such as volcanic ash that can accumulate in the oceans. Montmorillonite is a component of bentonite commonly used in drilling fluids. | 2. (n.) [Drilling Fluids] A hydratable, dispersible clay mineral of the smectite group. Montmorillonite is a three-layer, expanding clay with a large surface area and high cation-exchange capacity. Na+ and Ca+2 are the typical exchangeable cations. Sodium montmorillonite, also called sodium bentonite, is a premium clay mud additive. Natural deposits are found in Wyoming, North Dakota, South Dakota and Utah, USA. Calcium montmorillonite is a low-yield bentonite that is more widely distributed and used in many commercial applications, including drilling fluid.",Drilling Fluids; Geology,https://glossary.slb.com/en/terms/m/montmorillonite
MSDS,"[Drilling Fluids] A specific document that shows important physical and chemical characteristics of a chemical or product to alert a user, transporter or other interested party to potential safety hazards that may be associated with the material. The MSDS also contains treatments for exposure or ingestion as well as the type of equipment needed for safe handling. An MSDS is a legal requirement in most countries for all aspects of commerce involving chemicals.",Drilling Fluids,https://glossary.slb.com/en/terms/m/msds
mud,"[Drilling Fluids] A term that is generally synonymous with drilling fluid and that encompasses most fluids used in hydrocarbon drilling operations, especially fluids that contain significant amounts of suspended solids, emulsified water or oil. Mud includes all types of water-base, oil-base and synthetic-base drilling fluids. Drill-in, completion and workover fluids are sometimes called muds, although a fluid that is essentially free of solids is not strictly considered mud.",Drilling Fluids,https://glossary.slb.com/en/terms/m/mud
mud additive,"[Drilling Fluids] A material added to a drilling fluid to perform one or more specific functions, such as a weighting agent, viscosifier or lubricant.",Drilling Fluids,https://glossary.slb.com/en/terms/m/mud_additive
mud balance,"[Drilling Fluids] A device to measure density (weight) of mud, cement, or other liquid or slurry. A mud balance consists of a fixed-volume mud cup with a lid on one end of a graduated beam and a counterweight on the other end. A slider-weight can be moved along the beam, and a bubble indicates when the beam is level. Density is read at the point where the slider-weight sits on the beam at level. Accuracy of mud weight should be within ± 0.1 lbm/galUS (± 0.01 g/cm3). A mud balance can calibrated with water or other liquid of known density by adjusting the counter weight. Most balances are not pressurized, but a pressurized mud balance operates in the same manner.",Drilling Fluids,https://glossary.slb.com/en/terms/m/mud_balance
